City,Strategy,Weather event,Community system,Category,Specific Impact/Sector
Santa Barbara,All precautions should be taken to protect the existing NOAA tide gauge at the breakwater from future construction or disturbance such that a long‐term record of local sea level change can be established.,,,physical infrastructure,
Santa Barbara,Development of expendable or mobile structures in high‐risk areas.,,,physical infrastructure,
Santa Barbara,Elevation of facilities.,,,physical infrastructure,
Santa Barbara,Seawalls or other shoreline protection structures for the protection of critical infrastructure.,,,physical infrastructure,
Santa Barbara,Designing for increased resiliency following sea‐level rise‐related disasters.,,,planning,
Santa Barbara,Required warning notices for developers and buyers regarding the potential impacts of future sea‐level rise.,,,policy,
Santa Barbara,"Conduct detailed topographic mapping of the Santa Barbara Airport area, within at least 12 inches of accuracy, to be certain about the areas of vulnerability to future flooding and inundation. Plans are in the works for an aerial LiDAR survey of the airport area, which is highly recommended for resolving the existing topographic uncertainties and improving assessments of future inundation risks.",,,research and monitoring,
Santa Barbara,determine the precise elevations throughout the area between the shoreline and the lower portion of the City to improve upon this preliminary assessment.,,,research and monitoring,
Santa Barbara,"Establish a cliff edge monitoring program with a set of surveyed transects that can be regularly re‐measured, to document and track rates of retreat along all sea cliffs within the City limits.",,,research and monitoring,
Santa Barbara,Establish a set of beach profiles from Leadbetter Beach to the Clarke Estate and a set of winter and summer profiles from Cabrillo Boulevard to the shoreline. These should be surveyed annually to track both seasonal and long‐term changes. Profile spacing of about 500 feet is reasonable.,,,research and monitoring,
Santa Barbara,"If the City’s own benchmark system can provide relatively accurate and precise elevation control, it is recommended that revised inundation maps be prepared in order to produce a reliable basis for risk analysis and future decision‐making. If precise elevation control is unavailable, it is recommended that such data (LiDAR, for example) be collected (perhaps in concert with the elevation control that is needed for defining future flooding and inundation risks at the Santa Barbara Airport).",,,research and monitoring,
Santa Cruz,"Ensure completeness and availability of identified emergency supplies and resources;including, but not limited to items such as water main repair parts, generators, pumps, sandbags, road clearing, medical, and communication. Identify/catalogue current supply;procure additional items/services to ensure preparedness in the event of a climate event.",,,practice and behavior,All
Santa Cruz,"For development adjacent to cliffs, require setbacks for buildings equal to 50 years of anticipated cliff retreat.",,,land use,coastal erosion
Santa Cruz,"Allow construction that alters natural shoreline processes only when required to serve coastal- dependent uses or to protect existing structures or public beaches from erosion, and when designated to eliminate or mitigate adverse impacts on local sh",,,policy,coastal erosion
Santa Cruz,"Protect, maintain and preserve visitor serving venues, museums, facilities, parks, beaches and other natural resources including the lighthouse and West Cliff Drive, pathways, infrastructure, open space and parks",,,physical infrastructure,"coastal erosion, flooding, sea level rise, increased storm events, flood, ocean acidification, salt water intrusion, heat"
Santa Cruz,"Evaluate options for mitigating future water quality problems, such as increased turbidity in flowing sources due to intensifying storm activity or salt intrusion into groundwater due to advancing sea levels. Examine potential need to relocate intake pipelines. Evaluate potential changes or increases needed in treatment levels, new technology to handle poorer quality raw water. Prepare for increase in nuisance algae blooms in Loch Lomond. Prepare for redistribution of groundwater pumping away from coastal areas susceptible to salt intrusion.",,,research and monitoring,decreased source water quality
Santa Cruz,Reduce near term drought shortages through water conservation and curtailment of water use;revise Emergency Water Rationing Plan;review and revise water department emergency plans to reflect climate change-related hazards.,Drought,Water supply,"water conservation, planning","drought, climate change impacts on resources, long-term water shortages"
Santa Cruz,Enhance or improve current water supply by providing a reliable water supply that meets long term needs while ensuring protection of public health and safety;desalination facility.,,,physical infrastructure,"drought, climate change-related altered precipitation, seawater intrustion into groundwater, changing air temperature"
