City,Strategy,Weather event,Community system,Category,Specific Impact/Sector
Somerset County,"Require new and replacement manufactured homes to be installed on foundations in accordance with the Residential Code;specifically according to the requirements in Sec. 324 of the Residential Code for flood hazard areas (Hazard Mitigation Plan, medi",,,practice & behavior;water conservation,Sea Level Rise: Building Code/Floodplain Ordinance
Somerset County,"Develop procedures and forms to facilitate making substantial damage determinations (of the 2,647 buildings flooded in Hurricane Isabel, approximately 300 buildings sustained “major damage”).",,,practice & behavior;water conservation,Sea Level Rise: Building Code/Floodplain Ordinance
Somerset County,Identify areas where tidal flooding surcharges storm drainage and install backflow/flex valves.,,,research & monitoring,Sea Level Rise: Capital Plan
Somerset County,"Identify roads that flood frequently (three most likely to be affected are Rt. 362 to Mount Vernon, Rt. 363 to Chance and Deal Island, and Rt. 361 to Frenchtown-Rumbly). Depending on travel demand, consider raising surfaces or acknowledge that frequent overtopping will occur and replace with low- water crossings.",,,green infrastructure,Sea Level Rise: Capital Plan
Somerset County,"Undertake structural evaluation of existing County-owned buildings and facilities (including central water supply facilities and central sewerage facilities and plants operated by the Board of Education) in the SFHA to determine vulnerability to flooding, including the elevation of the lowest floor relative to the current and predicted flood elevation and whether inundation would likely cause structural damage (engineered buildings may get wet, but that does not necessarily render them inoperable) and whether low-cost measures can be implemented to reduce damage (e.g., relocate emergency generators, protect emergency fuel supplies, move highly vulnerable uses/contents, etc.).",,,land use,Sea Level Rise: Capital Plan
Somerset County,"Request State participation in evaluating long-term options for Smith Island, given its current vulnerability to flooding, high groundwater levels, saltwater intrusion, and the anticipated loss of land due to erosion and sea level rise that will exacerbate these limiting conditions.",,,land use,Sea Level Rise: Comprehensive Plan
Somerset County,Recognize that existing development will be at-risk of more severe and frequent flood damage than anticipated based on the FEMA flood maps.,,,land use,Sea Level Rise: Comprehensive Plan
Somerset County,Recognize that existing septic systems will fail as groundwater levels rise.,,,land use;green infrastructure,Sea Level Rise: Comprehensive Plan
Somerset County,"Recognize that limits should be placed on extending County sewer service to highly vulnerable areas (e.g., to structures in the erosion setback zone).",,,research & monitoring,Sea Level Rise: Comprehensive Plan
Somerset County,Recognize that private water wells will increasingly be impacted by saltwater intrusion.,Saltwater intrusion,Water supply,advocacy,Sea Level Rise: Comprehensive Plan
Somerset County,Recognize that some existing roads will flood more frequently.,,,capacity building,Sea Level Rise: Comprehensive Plan
Somerset County,Incorporate recognition of existing flood hazard areas and anticipated 2050 inundation areas (‘floodplain planning zone’) throughout the Comprehensive Plan.,,,capacity building,Sea Level Rise: Comprehensive Plan
Somerset County,"Develop policy to encourage physical relocation of sound buildings and for handling abandoned private buildings and lands (Maryland Climate Action Plan, EBEI-8).",,,education,Sea Level Rise: Comprehensive Plan
Somerset County,High water table is recognized as a severe restraint on development,,,education,Sea Level Rise: Comprehensive Water and Sewerage Plan
Somerset County,"Examine the Plan for revisions to address anticipated impacts (Maryland Climate Action Plan, EBEI-8)",,,education,Sea Level Rise: Comprehensive Water and Sewerage Plan
Somerset County,Work with property owners to determine the feasibility of replacing traditional septic systems with mound systems or holding tanks.,,,education,Sea Level Rise: Comprehensive Water and Sewerage Plan
Somerset County,Require more underdrains/crossdrains to allow for drainage,,,education,"Sea Level Rise: Construction Standards Manual for Roads, Streets, and Incidental Structures"
Somerset County,Removal of more unsuitable material to bear the placement of thicker fill materials may be required. ,,,education,"Sea Level Rise: Construction Standards Manual for Roads, Streets, and Incidental Structures"
Somerset County,"Based on the typical problems experienced by roads in low-lying areas that are frequently inundated, identify requirements for elevated roads or for low- water crossings (i.e., design them to be low to avoid blocking drainage, but require owners to acknowledge access limitations).",,,funding,"Sea Level Rise: Construction Standards Manual for Roads, Streets, and Incidental Structures"
Somerset County,"Verify that manufactured home parks and subdivisions have evacuation plans filed with Emergency Management (see Floodplain Management Ordinance, Sect. 5.4(c)).",,,land use,Sea Level Rise: Emergency Operations Plan
Somerset County,"Adopt an ‘adjacent flood zone’ (term used in the Climate Action Plan) or a ‘floodplain planning zone’ that adds to the FEMA-delineated Special Flood Hazard Area for those areas anticipated to be inundated based on the 2050 scenario (Maryland Climate Action Plan, EBEI-8).",,,Other GHG,Sea Level Rise: Floodplain Map
